Name,Host_Id,Host_Identity_Verified,Host_Name,Neighbourhood_Group,Neighbourhood,Latitude,Longitude,Country,Country_Code,Instant_Bookable,Cancellation_Policy,Room_Type,Construction_Year,Price,Service_Fee,Minimum_Nights,Number_Of_Reviews
2 Bedroom Apt w private entrance & backyard,80591440635,VERIFIED,Hidemi,Brooklyn,Bedford-Stuyvesant,40.67882,-73.94941,United States,US,True,moderate,Entire home/apt,2017,1118,224.0,2.0,0.0
Your own studio in the heart of Chelsea,90688188950,VERIFIED,Victor,Manhattan,Chelsea,40.74577,-74.0022,United States,US,True,strict,Entire home/apt,2016,703,141.0,1.0,19.0
Master Bed Decatur 3F Room#1,63914873224,VERIFIED,Fanny,Brooklyn,Bushwick,40.68754,-73.90975,United States,US,True,strict,Private room,2016,1066,213.0,1.0,5.0
Central Park Strawberry Fields*2 Bed*Elevator*,4833718452,VERIFIED,Jossy,Manhattan,Upper West Side,40.77796,-73.98191,United States,US,False,flexible,Entire home/apt,2019,668,134.0,30.0,0.0
Perfect 1 Bedroom in Nolita,40307886788,UNCONFIRMED,Danielle,Manhattan,NoHo,40.72492,-73.99496,United States,US,True,strict,Entire home/apt,2009,886,177.0,10.0,1.0
Homely ROOM IN BROOKLYN,50035751819,UNCONFIRMED,Patrice,Queens,Ridgewood,40.70173,-73.9073,United States,US,False,flexible,Private room,2005,107,21.0,1.0,10.0
Cozy Bushwich Decatur 3F Room #4,55141939229,UNCONFIRMED,Fanny,Brooklyn,Bushwick,40.68678,-73.90769,United States,US,False,strict,Private room,2017,771,154.0,1.0,4.0
Sonder | Upper East Side | Chic 1BR + Sofa Bed,96503172825,UNCONFIRMED,Sonder (NYC),Manhattan,Upper East Side,40.76447,-73.96509,United States,US,True,strict,Entire home/apt,2017,389,78.0,29.0,0.0
Comfortable Futon Couch in Brooklyn,8250586381,VERIFIED,Nick,Brooklyn,Crown Heights,40.67326,-73.95367,United States,US,True,strict,Shared room,2016,1001,200.0,5.0,7.0
Private bedroom in Brooklyn near A/C train,930974051,VERIFIED,Soffia,Brooklyn,Bedford-Stuyvesant,40.68066,-73.9457,United States,US,False,moderate,Private room,2018,728,146.0,3.0,1.0
Cosy luxury studio for sublet on upper west side,63869328248,UNCONFIRMED,Dearna,Manhattan,Upper West Side,40.77904,-73.98786,United States,US,True,strict,Entire home/apt,2004,1144,229.0,3.0,0.0
Modern 1500sf Loft Home: 3 Bedroom + 2 Full Baths,76810675219,VERIFIED,Jesse,Manhattan,East Harlem,40.79619,-73.93653,United States,US,True,strict,Entire home/apt,2020,363,73.0,5.0,4.0
Sonder | 116 John | Vibrant 2BR + Gym,48736768807,VERIFIED,Sonder (NYC),Manhattan,Financial District,40.70767,-74.00495,United States,US,False,flexible,Entire home/apt,2008,926,185.0,29.0,0.0
Perfect Studio in LES Hot Spot - best Location!,90340406486,UNCONFIRMED,Ellen,Manhattan,Chinatown,40.71508,-73.99112,United States,US,True,strict,Entire home/apt,2022,739,148.0,6.0,3.0
Sonder | 11th Ave | Sunny 1BR + Gym,85183670956,UNCONFIRMED,Sonder (NYC),Manhattan,Hell's Kitchen,40.7607,-73.9961,United States,US,True,strict,Entire home/apt,2007,650,130.0,29.0,0.0
"Amazing 2 BR Ap,10min walk 2 Empire state building",5734979503,UNCONFIRMED,Flora,Manhattan,Kips Bay,40.74357,-73.97647,United States,US,True,flexible,Entire home/apt,2007,385,77.0,1.0,0.0
Sonder | 116 John | Relaxed Studio + Gym,79404556654,UNCONFIRMED,Sonder (NYC),Manhattan,Financial District,40.70838,-74.00694,United States,US,True,strict,Entire home/apt,2015,762,152.0,29.0,0.0
Cosy shiny bedroom close to Manhattan 25min,4900082677,UNCONFIRMED,Mila,Brooklyn,Bedford-Stuyvesant,40.68316,-73.9287,United States,US,False,flexible,Private room,2019,580,116.0,2.0,12.0
Beautiful apartment in Manhattan!,21864502261,VERIFIED,Polina,Manhattan,East Village,40.72859,-73.97977,United States,US,True,moderate,Entire home/apt,2008,300,60.0,3.0,6.0
Elegant Top Floor 3BD/2 Bath in Chelsea,44846613034,VERIFIED,Avery,Manhattan,Chelsea,40.74287,-73.99785,United States,US,True,strict,Entire home/apt,2021,642,128.0,5.0,6.0
Amazing  luxury apartment in Manahttan!,24313275846,VERIFIED,Tim,Manhattan,Financial District,40.70441,-74.00637,United States,US,False,flexible,Entire home/apt,2022,572,114.0,3.0,7.0
500 sq ft Studio with Private Bathroom,83982820351,VERIFIED,Joanne,Queens,Jamaica,40.7084,-73.78882,United States,US,True,moderate,Entire home/apt,2019,107,21.0,3.0,6.0
"Bright, cozy 1 bedroom near Central Park",43906152437,UNCONFIRMED,Rebecca,Manhattan,East Harlem,40.78728,-73.9471,United States,US,True,flexible,Entire home/apt,2011,190,38.0,30.0,0.0
"COSY BEDROOM CLOSE TO MANHATTAN, Brooklyn",44217752725,UNCONFIRMED,Mila,Brooklyn,Bedford-Stuyvesant,40.68449,-73.92881,United States,US,False,moderate,Private room,2013,384,77.0,1.0,22.0
Magical space in prime Williamsburg,8027917375,VERIFIED,Virginia,Brooklyn,Williamsburg,40.71417,-73.95867,United States,US,True,flexible,Private room,2006,311,62.0,6.0,2.0
1st floor loft space  with beautiful yard,5988826766,VERIFIED,Ron,Brooklyn,Crown Heights,40.6707,-73.93944,United States,US,True,strict,Entire home/apt,2007,284,57.0,4.0,4.0
Stunning Chelsea/West Vill. Floor Thru LOFT 4BEDs,85738342195,VERIFIED,Jordi,Manhattan,Chelsea,40.74334,-74.0025,United States,US,False,moderate,Entire home/apt,2019,540,108.0,6.0,5.0
Stunning NYC World Trade Center Dreamstyle studio,30716362351,VERIFIED,Janey,Manhattan,Financial District,40.70965,-74.01388,United States,US,False,flexible,Entire home/apt,2007,906,181.0,4.0,0.0
Splendid LOFT 6BED/3BATH - steps to Central PARK,73903997649,UNCONFIRMED,Joseph Luis,Manhattan,Upper West Side,40.79641,-73.96253,United States,US,False,strict,Entire home/apt,2004,489,98.0,5.0,4.0
"Clean, Modern Sun-filled 2BD Home in Midtown East",4767684997,UNCONFIRMED,Dane,Manhattan,Midtown,40.75607,-73.96768,United States,US,True,flexible,Entire home/apt,2006,829,166.0,4.0,4.0
"Big Bed brooklyn, convenient close trains",86759951844,UNCONFIRMED,Penelope,Brooklyn,Bedford-Stuyvesant,40.69862,-73.94046,United States,US,True,moderate,Private room,2013,1076,215.0,1.0,1.0
Luxury 2 Bed / 2 Bath River and City View.,46594930428,UNCONFIRMED,Emily,Manhattan,Hell's Kitchen,40.76775,-73.98869,United States,US,False,moderate,Entire home/apt,2017,1198,240.0,30.0,0.0
Amazing room in heart of East Village,43527711365,VERIFIED,Clara,Manhattan,East Village,40.72693,-73.98374,United States,US,True,flexible,Private room,2009,865,173.0,3.0,0.0
Posh East Village 1BR in Walk Up Building near Subway by Blueground,57752820526,VERIFIED,Blueground,Manhattan,East Village,40.73059,-73.98511,United States,US,False,flexible,Entire home/apt,2005,751,150.0,30.0,0.0
Bright & Beautiful Park Slope One-Bedroom,5935793151,UNCONFIRMED,Julie,Brooklyn,South Slope,40.66678,-73.98822,United States,US,False,strict,Entire home/apt,2020,61,12.0,2.0,2.0
"Dapper East Village 1BR in Walk Up Building near Subway, by Blueground",50422155128,VERIFIED,Blueground,Manhattan,East Village,40.72995,-73.98453,United States,US,False,moderate,Entire home/apt,2005,798,160.0,30.0,0.0
"Gorgeous East Village 1BR in Walk Up Building near Subway, by Blueground",53498577282,UNCONFIRMED,Blueground,Manhattan,East Village,40.73137,-73.98504,United States,US,False,strict,Entire home/apt,2015,849,170.0,30.0,0.0
St Marks PL,5407838356,VERIFIED,Ofer,Manhattan,East Village,40.72712,-73.98402,United States,US,True,strict,Entire home/apt,2011,975,195.0,3.0,4.0
Delightful 3 Bedroom in Central Midtown Location,97924728937,VERIFIED,Lia And Patrick,Manhattan,Hell's Kitchen,40.76324,-73.98985,United States,US,False,strict,Entire home/apt,2005,157,31.0,5.0,5.0
Cozy apartment in Midtown!,24007517001,VERIFIED,Zana,Manhattan,Hell's Kitchen,40.75533,-73.99781,United States,US,False,strict,Entire home/apt,2021,150,30.0,1.0,9.0
BIG SPACIOUS 1 BED IN BROOKLYN HIGH CEILINGS,3786590464,VERIFIED,Nneka,Brooklyn,Bedford-Stuyvesant,40.6921,-73.9391,United States,US,True,flexible,Private room,2022,659,132.0,3.0,0.0
"Snazzy East Village 1BR in Walk Up Building near Subway, by Blueground",6710229895,VERIFIED,Blueground,Manhattan,East Village,40.73002,-73.98356,United States,US,True,moderate,Entire home/apt,2015,1184,237.0,30.0,0.0
Relaxing bohemian space in Bushwick,58840412518,VERIFIED,Eva,Brooklyn,Bushwick,40.68538,-73.90878,United States,US,False,moderate,Private room,2005,1063,213.0,10.0,0.0
Large private Room nearly JFK 8 mins,86350943691,UNCONFIRMED,Jose,Queens,Rosedale,40.65919,-73.73412,United States,US,False,moderate,Private room,2010,593,119.0,1.0,14.0
Sonder | The Biltmore | Spacious 1BR + Kitchen,61326375884,UNCONFIRMED,Sonder (NYC),Manhattan,Theater District,40.76106,-73.98647,United States,US,False,moderate,Entire home/apt,2012,208,42.0,29.0,0.0
Queen Room,60173837383,UNCONFIRMED,Eileen,Staten Island,Oakwood,40.56033,-74.11953,United States,US,False,flexible,Private room,2018,1039,208.0,1.0,1.0
Cozy Private Room - Only 25 mins to Manhattan ;),92942758659,VERIFIED,Fernando,Queens,Elmhurst,40.7442,-73.87698,United States,US,True,moderate,Private room,2012,1128,226.0,1.0,1.0
Sonder | The Biltmore | Stunning 1BR + Sofa Bed,7568694166,UNCONFIRMED,Sonder (NYC),Manhattan,Theater District,40.75969,-73.98732,United States,US,True,moderate,Entire home/apt,2007,1046,209.0,29.0,0.0
Luxury 2 bdr/2 bath prime Williamburg,51528977539,VERIFIED,Marta,Brooklyn,Williamsburg,40.71312,-73.9453,United States,US,False,strict,Entire home/apt,2009,218,44.0,1.0,0.0
Superior 1BR in FiDi by Sonder,94781976118,UNCONFIRMED,Sonder (NYC),Manhattan,Financial District,40.70724,-74.00614,United States,US,False,flexible,Entire home/apt,2022,822,164.0,29.0,0.0
Large 1 BR *** Featured on This Old House,90940096316,UNCONFIRMED,Kevin And Karen,Brooklyn,Prospect Heights,40.6774,-73.96864,United States,US,False,strict,Entire home/apt,2003,306,61.0,2.0,11.0
South Bronx Suite Two,73076963908,VERIFIED,Carol,Bronx,Mott Haven,40.81245,-73.91648,United States,US,True,strict,Entire home/apt,2006,82,16.0,3.0,1.0
Lovely Studio in FiDi by Sonder,93424674304,UNCONFIRMED,Sonder (NYC),Manhattan,Financial District,40.70844,-74.00615,United States,US,False,strict,Entire home/apt,2003,761,152.0,29.0,0.0
Perfect West Village apt - best location in NYC!,49909741620,UNCONFIRMED,Matt,Manhattan,West Village,40.73551,-74.00167,United States,US,True,strict,Entire home/apt,2011,500,100.0,3.0,1.0
Pleasant 1BR in Midtown East by Sonder,55233836739,VERIFIED,Sonder (NYC),Manhattan,Midtown,40.75572,-73.98331,United States,US,True,strict,Entire home/apt,2011,287,57.0,29.0,0.0
Hell's Kitchen Luxury (East Room),84940984235,UNCONFIRMED,Michael,Manhattan,Hell's Kitchen,40.76215,-73.99589,United States,US,False,moderate,Private room,2018,1120,224.0,2.0,7.0
Studio Apartment   in BoroPark Brooklyn NY,65865362832,UNCONFIRMED,Yehudit,Brooklyn,Borough Park,40.63302,-73.9837,United States,US,False,flexible,Entire home/apt,2009,583,117.0,1.0,3.0
Full 2 bedroom apartment in East Village by Marios,94852970284,UNCONFIRMED,Marios,Manhattan,East Village,40.72715,-73.97757,United States,US,True,moderate,Entire home/apt,2015,1031,206.0,12.0,0.0
#4 ROOM 4FAMILY (4 guests) Train 3 Kingston Ave,43144240592,UNCONFIRMED,Levi,Brooklyn,Crown Heights,40.66878,-73.93888,United States,US,False,moderate,Shared room,2003,142,28.0,2.0,0.0
Yellow  ButterFly,42346646183,VERIFIED,Denise,Brooklyn,East Flatbush,40.65607,-73.92942,United States,US,False,moderate,Private room,2013,781,156.0,3.0,0.0
La Greka (Couch Surfing),86933277008,VERIFIED,Rubi,Brooklyn,Bedford-Stuyvesant,40.67981,-73.91022,United States,US,False,strict,Shared room,2014,658,132.0,7.0,0.0
Central Park West: 3 Bedroom + 2 Bath Jewel-box,89086769396,UNCONFIRMED,Nick,Manhattan,Upper West Side,40.8,-73.96026,United States,US,False,flexible,Entire home/apt,2008,684,137.0,5.0,6.0
Large Private Room with Courtyard,19347337150,VERIFIED,Monica,Brooklyn,Williamsburg,40.71296,-73.93688,United States,US,False,strict,Private room,2021,827,165.0,2.0,2.0
Lavidaloca plc,23223128331,VERIFIED,Kennedy,Brooklyn,Crown Heights,40.66996,-73.92264,United States,US,True,flexible,Private room,2011,576,115.0,1.0,3.0
Beautiful house  in Jamaica near JFK & LGA,57090860699,UNCONFIRMED,Moolchand,Queens,Hollis,40.71573,-73.76897,United States,US,True,moderate,Private room,2009,677,135.0,1.0,0.0
Sonder | The Biltmore | Bright 1BR + Workspace,55621282630,VERIFIED,Sonder (NYC),Manhattan,Theater District,40.76118,-73.98628,United States,US,True,strict,Entire home/apt,2008,253,51.0,29.0,0.0
TIMES SQUARE-4 BEDROOM- DELUX-ART APARTMENT,8592590227,UNCONFIRMED,Dennis,Manhattan,Theater District,40.75747,-73.98226,United States,US,True,flexible,Entire home/apt,2012,1129,226.0,1.0,3.0
Live Brooklyn II - 2 Bedroom Apt  5 Min to Subway!,57101916700,UNCONFIRMED,David,Brooklyn,Bedford-Stuyvesant,40.69503,-73.9449,United States,US,True,strict,Entire home/apt,2021,163,33.0,2.0,6.0
Tremendous East Village Apt!,34815277743,UNCONFIRMED,Zach,Manhattan,East Village,40.72132,-73.9804,United States,US,True,flexible,Private room,2006,589,118.0,4.0,0.0
Apartment in the Heart Of Brooklyn,24890339867,UNCONFIRMED,Diana,Brooklyn,Bedford-Stuyvesant,40.67944,-73.91635,United States,US,False,flexible,Private room,2006,286,57.0,1.0,1.0
Amazing Place - ASTORIA,36126135281,UNCONFIRMED,Fabiana,Queens,Astoria,40.75663,-73.9143,United States,US,False,moderate,Private room,2016,1091,218.0,25.0,0.0
Manhattan Private Luxury Bedroom!!!!!,30580245885,VERIFIED,Luke,Manhattan,Inwood,40.86234,-73.92705,United States,US,True,moderate,Private room,2009,1141,228.0,3.0,0.0
Holiday VILLA EXCLUSIVE,55706233237,VERIFIED,Chioma,Brooklyn,Cypress Hills,40.68138,-73.87736,United States,US,False,flexible,Private room,2018,665,133.0,1.0,7.0
Splendid Upper E. Side LOFT Central Park 4BEDs/2BA,55329677794,VERIFIED,Juanit,Manhattan,Upper East Side,40.77566,-73.9484,United States,US,False,strict,Entire home/apt,2022,541,108.0,6.0,3.0
Gorgeous Duplex LOFT 1.5BATH 4BEDs - East Village,85102790975,UNCONFIRMED,Clemiro,Manhattan,East Village,40.73077,-73.98322,United States,US,False,strict,Entire home/apt,2018,401,80.0,6.0,0.0
Heart of Williamsburg living for 1-5 msg!,50588278501,UNCONFIRMED,Jess,Brooklyn,Williamsburg,40.71038,-73.96094,United States,US,True,moderate,Private room,2008,725,145.0,2.0,7.0
Two bed apartment in the heart of Williamsburg,76795687927,UNCONFIRMED,Jess,Brooklyn,Williamsburg,40.71108,-73.95988,United States,US,False,strict,Entire home/apt,2022,1192,238.0,2.0,0.0
Sonder | 21 Chelsea | Vibrant Studio + Rooftop,41615635988,VERIFIED,Sonder (NYC),Manhattan,Chelsea,40.74229,-73.9959,United States,US,False,flexible,Entire home/apt,2005,1016,203.0,29.0,0.0
Sonder | The Biltmore | Stunning 1BR + Sofa Bed,58638758660,UNCONFIRMED,Sonder (NYC),Manhattan,Theater District,40.75963,-73.98764,United States,US,False,strict,Entire home/apt,2010,1031,206.0,29.0,0.0
Sonder | Stock Exchange | Incredible 3BR + Laundry,61972093463,UNCONFIRMED,Sonder (NYC),Manhattan,Financial District,40.70597,-74.01258,United States,US,False,strict,Entire home/apt,2019,508,102.0,2.0,0.0
Sonder | The Biltmore | Spacious 1BR + Kitchen,57420068737,VERIFIED,Sonder (NYC),Manhattan,Theater District,40.75988,-73.98667,United States,US,True,flexible,Entire home/apt,2010,716,143.0,29.0,0.0
Lovely 1BR in Hell's Kitchen by Sonder,28949034668,VERIFIED,Sonder (NYC),Manhattan,Hell's Kitchen,40.76169,-73.99626,United States,US,False,flexible,Entire home/apt,2004,88,18.0,29.0,0.0
Sonder | The Biltmore | Bright 1BR + Sofa Bed,61528460332,UNCONFIRMED,Sonder (NYC),Manhattan,Theater District,40.75965,-73.98652,United States,US,False,strict,Entire home/apt,2011,557,111.0,29.0,0.0
Sonder | The Biltmore | Stunning 1BR + Sofa Bed,88696217100,UNCONFIRMED,Sonder (NYC),Manhattan,Theater District,40.75975,-73.98586,United States,US,False,moderate,Entire home/apt,2019,967,193.0,29.0,0.0
Sonder | 116 John | Comfortable 1BR + Gym,75993547401,VERIFIED,Sonder (NYC),Manhattan,Financial District,40.70641,-74.00674,United States,US,False,strict,Entire home/apt,2018,285,57.0,29.0,0.0
Comfy room with WiFi. Mins to Central Park!,69609974685,VERIFIED,Kazuya,Manhattan,East Harlem,40.79395,-73.94153,United States,US,False,strict,Private room,2006,934,187.0,30.0,0.0
Bushwick Art Collective: Bedroom C (sub-level),19371605690,VERIFIED,Adam,Brooklyn,Bushwick,40.70434,-73.9177,United States,US,True,strict,Private room,2007,682,136.0,3.0,1.0
"Luxury apt with East River views in Greenpoint, NY",31619975817,UNCONFIRMED,Paul,Brooklyn,Greenpoint,40.73033,-73.95799,United States,US,True,moderate,Entire home/apt,2007,583,117.0,2.0,1.0
Full-renovated my own 1 bedroom apartment,59390396859,VERIFIED,Зіна,Brooklyn,Gravesend,40.59662,-73.99113,United States,US,True,flexible,Entire home/apt,2006,842,168.0,1.0,0.0
"Bright, Sunny and Budget friendly rental",13545350813,VERIFIED,Okhela,Queens,St. Albans,40.70099,-73.75497,United States,US,True,flexible,Private room,2013,910,182.0,2.0,0.0
Captivating Central Park TownHouse 3Bed/2BA,91549009714,VERIFIED,Annette,Manhattan,Upper East Side,40.78402,-73.95201,United States,US,True,strict,Entire home/apt,2022,936,187.0,5.0,3.0
Bayside Room,14594272180,VERIFIED,Luisa,Queens,Bayside,40.76176,-73.76511,United States,US,True,strict,Private room,2013,389,78.0,31.0,0.0
Entire Flat in Perfect Location (Nolita),87679938944,VERIFIED,Kiarash,Manhattan,Nolita,40.72223,-73.99544,United States,US,False,flexible,Entire home/apt,2012,64,13.0,1.0,1.0
Renovated Apartment in Brooklyn - Steps to G Train,3476302566,VERIFIED,Ben,Brooklyn,Bedford-Stuyvesant,40.6888,-73.95665,United States,US,False,strict,Entire home/apt,2019,1089,218.0,6.0,1.0
South Bronx Gathering Place,87076783553,VERIFIED,Carol,Bronx,Mott Haven,40.81132,-73.91715,United States,US,True,flexible,Entire home/apt,2013,50,10.0,3.0,1.0
Gorgeous room near the heart of Times Square,2923760416,UNCONFIRMED,Shanae,Manhattan,Hell's Kitchen,40.76343,-73.99134,United States,US,True,strict,Entire home/apt,2011,1139,228.0,1.0,6.0
ROOM # 6 near to JFK & LGA airport,15052434189,UNCONFIRMED,Diego,Queens,Richmond Hill,40.68797,-73.83351,United States,US,False,moderate,Private room,2010,897,179.0,1.0,12.0
✴ Brand New & Quiet ✴ East Village ✴ 2BR Apt,13066214680,VERIFIED,Gabby,Manhattan,East Village,40.7265,-73.9822,United States,US,False,flexible,Entire home/apt,2005,1175,235.0,2.0,4.0
The Sunshine Palace 2,62131734697,VERIFIED,Lucy,Queens,Queens Village,40.70842,-73.73843,United States,US,True,strict,Entire home/apt,2021,339,68.0,1.0,0.0
BEAUTIFUL Cozy  2 BEDS  APT Upper East Side,7783531235,UNCONFIRMED,Roe,Manhattan,Upper East Side,40.78016,-73.95029,United States,US,False,flexible,Entire home/apt,2014,700,140.0,3.0,0.0
ROOM # 4 near to JFK & LGA airport,21370383138,UNCONFIRMED,Diego,Queens,Richmond Hill,40.68981,-73.83198,United States,US,True,moderate,Private room,2007,123,25.0,1.0,6.0
SHANEL'S  2 BR Apt 5 mins from JFK,32697916571,VERIFIED,Pauline,Queens,Jamaica,40.67626,-73.79809,United States,US,True,moderate,Private room,2012,439,88.0,1.0,4.0
Bright & Sunny Bushwick room w/ Rooftop & Balcony,21592232844,VERIFIED,Alida,Brooklyn,Bushwick,40.68927,-73.92062,United States,US,True,strict,Private room,2018,1011,202.0,2.0,3.0
ROOM # 7 Near to JFK & LGA airport,81284464262,VERIFIED,Diego,Queens,Richmond Hill,40.68782,-73.83348,United States,US,True,moderate,Private room,2006,81,16.0,1.0,12.0
Gorgeous Central Park Penthouse,9809774087,UNCONFIRMED,Monica,Manhattan,Harlem,40.80036,-73.95598,United States,US,False,moderate,Entire home/apt,2020,1117,223.0,4.0,2.0
ROOM # 8 near to JFK & LGA airport,92514674710,UNCONFIRMED,Diego,Queens,Richmond Hill,40.68921,-73.83159,United States,US,True,strict,Private room,2013,955,191.0,1.0,11.0
